hid|name|since|location|description|response_time|response_rate|acceptance|is_super_host|neighbourhood|email_verified|phone_verified|work_email_verified|identity_verified
33548861|James|2015-05-17|Beverly Hills, California, United States|Just when the caterpillar thought the world was ending, he turned into a butterfly||0.0|0.0|0|Upper Sukhumvit|1|1|0|0
25799515|Aman & Marisa|2015-01-08|Bangkok, Thailand|Fun loving, easy going. |within an hour|1.0|1.0|0|Lower Sukhumvit|1|1|1|1
50182388|Julee|2015-11-30|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
8986384|Nadda|2013-09-22|Bangkok, Thailand|Hi I'm Nadda Phuangtang .I  live in The Parkland, Bangna , Bangkok,Thailand.I like invest in stock market , traveling, reading , I wish to see you and help your travel in Thailand.|within an hour|1.0|1.0|0||1|1|0|1
52130340|Pim|2015-12-23|Bangkok, Thailand|Hi I'm Pim!Welcome to stay at my place. I own a laundry business and enjoy serving people. I have family with 2 kids. With the business and 2 kids so it is difficult for me to travel around. However I love to meet new people. So I believe that being an Airbnb host will bring me to meet and get to know people around the world. So I would like to welcome all of you to stay at my place. I am sure that you will be happy. Apart from hospitality, cleanliness and safety are keys of my service. Look forward to hosting you!Pim|within an hour|1.0|0.99|0|Aree|1|1|0|0
55523948|Tassanee|2016-01-21|Bangkok, Thailand|||0.0|0.0|0|Aree|1|1|0|0
32473896|Sonia|2015-05-03|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
33441839|Luk|2015-05-15|Houston, Texas, United States|Mature Traveller seeking for nice relaxing place . I am an engineer working in energy industry.Regards, Lukkaew|within an hour|0.75|0.88|0|Upper Sukhumvit|1|1|0|1
22676472|Kuan|2014-10-18|Thailand|Hi!  I am Annie. Nice to meet you! You choose the right choice! Travelling in Thailand will give you a new experiences and great memories. The money you spend is less comparing to the quality and awesome time you will get in return. Welcome to Thailand and our cozy rooms with everything you need to live with free Wi-fi!Enjoy! |a few days or more|0.17|0.0|0|Suan Luang|1|1|0|1
19420961|Anuchit|2014-08-04|Bangkok, Thailand||within an hour|1.0|1.0|0|Klong Toey|1|1|0|1
51557635|(Email hidden by Airbnb)|2015-12-17|TH|||0.0|0.0|0||1|1|0|0
40916613|Sirichet|2015-08-09|Thailand|Mainly in business and family trip|within a day|0.5|1.0|0||1|1|0|1
52737847|Eye|2015-12-30|Bangkok, Thailand||within a day|0.5|1.0|0|Phra Khanong |1|1|0|0
34075041|Au|2015-05-23|Bangkok, Thailand||within an hour|1.0|1.0|0||1|1|0|1
38880841|Kingkarn|2015-07-19|Bangkok, Thailand|I am a professor in Bangkok University. This room is very close to my university. I would loved to travel all around the world. I have ever worked as a researcher in Japan, Singapore, and England. I have also traveled to United State and France.||0.0|0.0|0|Klong Toey|1|1|0|1
52902023|Siriluck|2016-01-01|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
51864188|Atelier|2015-12-20|Bangkok, Thailand|Service Apartment concept Reflextive Design makes a striking and beautiful accommodations and a restaurant in Bangkok, Thailand, one of the most delicious to taste.|within an hour|1.0|1.0|0|Wang Thonglang|1|1|0|0
52743366|Tommy|2015-12-30|Bangkok, Thailand|I am open minded and laid back people. I'm enjoy different cultural activities the city is offering. Taking a stroll or driving car in Bangkok nightlife is one of my favorite things to do. also look around night market .I am very interested in books, EDM music, movies and technology .Oh yeah, and sometimes I make Thai breakfast :)||0.0|0.0|0||1|1|0|1
19886378|Thanapawat|2014-08-12|Bangkok, Thailand|A very warm welcome to all of you to stay at mY condominium and hope you'll have a pleasant stay enjoying the short stay in the heart of Bangkok City.You can have an extraordinary view of Bangkok's Skyline from the balcony of my 22nd Floor Condominium! Cheers! A very Happy New Year 2016!!||0.0|0.0|0||1|1|0|1
53535734|Penny|2016-01-06|TH||a few days or more|0.0|0.0|0||1|1|0|0
30567595|Jaz|2015-04-04|New York, New York, United States|||0.0|0.0|0||1|1|0|0
6595261|Noi|2013-05-27|Bangkok|We are from Bangkok, Thailand. We love travelling and we are easy going. My daughter love to play with kids. Enjoy and have nice holidays !|within a few hours|1.0|1.0|0|Bang Kapi|1|1|1|1
55837670|Tawee|2016-01-23|Bangkok, Thailand|"ชื่อทวี ครับ หรือเรียกง่ายๆ ว่า ""วี"" ก็ได้ มีอาชีพรับออกแบบ ต่อเติมบ้านทั่่วไป ซึ่ง ผมยังมีเซอร์วิสอพาร์ทเมนต์ให้เช่าอีกด้วยครับหวังว่าเราจะได้รู้จักกันครับ "||0.0|0.0|0||1|1|0|1
49227061|Papaporn|2015-11-17|Thailand|||0.0|0.0|0|Klong Toey|1|1|0|1
53105551|Patamaporn|2016-01-03|TH|||0.0|1.0|0|Bangkok Noi|1|1|0|0
51382676|Gerati|2015-12-15|Thailand|||0.0|0.0|0||1|1|0|1
51627960|Sittikorn|2015-12-18||||0.0|0.0|0|Klong Toey|0|1|0|0
33122027|Ken|2015-05-11|Thailand|||0.0|0.0|0|Suan Luang|1|1|0|1
46848163|明|2015-10-18|Taichung, Taiwan|||0.0|0.0|0||1|1|0|1
34078120|Sayamal|2015-05-24|Bangkok, Thailand|||0.0|0.0|0|Din Daeng/Huai Khwang|1|1|1|1
44052961|Maemé|2015-09-13|Bangkok, Thailand|ENFJ|within a few hours|1.0|0.0|0||1|1|1|1
53507655|Kawiwan|2016-01-05|Bangkok, Thailand|Hi! All Airbnb members! My name is Kawiwan or you can call me 'Tiw'. I am 29 years old this year. My boyfriend and I own the listing you are looking at Ploenchit area, Bangkok. We just recently bought it so it is very new.We love this condo so much because it is very convenient, at the heart of Bangkok. Also, we decorated this condo ourselves. We take care all little details to make it the comfy, cozy and homey place to stay.Our Airbnb friends who stayed with us came to Thailand for many reasons. And we know you travel for a reason too :) please feel free to let us know what we can help to achieve your travel goal. We will not only provide you a bed but also be your Thai friends.P.S. <3 we are looking forward to host you soon! :)P.S. 2 , My boyfriend is crazy for cheese if you are from a country where there is a variety of cheese. Please get some for him. Lol ||0.0|0.0|0|Pathum Wan|1|1|0|0
53525266|Tanakorn|2016-01-06|TH|Line : khunkornkrub||0.0|0.0|0||1|1|0|0
21315815|Tanny|2014-09-14|Bangkok, Bangkok, Thailand|Hi! I'm Tanny, a superhost, live in Bangkok Thailand. I love traveling, explore new things, and meet new people. I'm a very clean and tidy person. As a guest, you can be sure that I'll take good care of your place as good as it belongs to me. As a host, It'd be very much appreciated if you can keep the room clean and neat as it was yours :). As of today, I have 4 listings at the center of Bangkok, Thailand. You can check all my listing by going to my profile page. I'm more than happy to welcome you to my nice & clean place and also give you travel Tips and advice in Bangkok. I wish you can enjoy your time here! ------IMPORTANT NOTES ------ Check-in time is after 12PM (noon) / Check-out time is at 10AM, however I can be flexible with time but guest need to contact me and confirm the arrival time earlier before booking.  Most of the time, I'll be the one who welcome and guide you to the room. In case that I'm not available to meet you on your arrival time, I can send an instruction for self-check in :)|within an hour|1.0|1.0|1|Yan Nawa|1|1|1|0
28092519|Thachatatt|2015-02-21|Bangkok, Bangkok, Thailand|Hello, everyone, my name is Thachatatt and my nickname is AHE. - I am working in Game Industry at MOL Thailand in BKK.- Things I am interested in running, football, real estate, traveling, and street food.- As a traveler, I would like to learn about new places from locals and explore the world.- As a Host, I would like to welcome you to stay at my place. You will see a peaceful corner in Bangkok metropolis and convenient to transportation. Looking forward to welcoming you and hope to see you soon : )Best,Ahe|within a few hours|0.88|0.93|0||1|1|1|1
53904736|Jirat|2016-01-09|Bangkok, Thailand||within a few hours|0.8|1.0|0||1|1|1|1
42567814|Julian|2015-08-26|Bangkok, Bangkok, Thailand|Retired UK businessman living in Europe and Asia|within a few hours|1.0|1.0|0||1|1|1|1
53900468|Susu|2016-01-09|Bangkok, Thailand|Hello I am Su||0.0|0.0|0|Bang Na|1|1|0|0
53883666|Wanree|2016-01-08|Bangkok, Thailand|Hi, I'm Wanree. I love to meet foreigner and use English language also give service mind for my guests and help them plan very good trip , please contact me more information.||0.0|0.0|0|Thonburi|1|1|0|1
27583248|Thanaporn|2015-02-11|Thailand|||0.0|0.0|0|Chom Thong|1|1|0|1
56007404|Sun昇茂|2016-01-25|Bangkok, Bangkok, Thailand|After 2 years+ of not opening our homes to anyone, we're back again. Taking slow steps back to normalcy. Welcome! Meanwhile I did some renovation, hope you enjoy!A business man with family in Bangkok, 3 grown up daughters. We live in a separate house on the same premises, so guests have full privacy. My hobby is golfing and a huge fan of nature, the separate house for lease is set in the midst of a serene garden. Would love to share the beautiful house with people who will appreciate. In 2016, I went to Kampaeng Phet Province of Thailand and got some locals to build stunning wood houses to put in the heart of Bangkok. It is how rural Thai people live, because wood block out the heat in this region. I am eager to share with everyone from abroad how real Thailand is. Not only touristy flashy Bangkok. Hope you will appreciate.We have many cute pets living in our yard: peacocks, tortoise, cat, dog, chickens, fishes. They all get along well. :) You can feed the animals if you would like.|within a day|1.0|0.5|0|Upper Sukhumvit|1|1|0|0
50419626|Yat Tung|2015-12-03|Bangkok, Thailand|||0.0|0.0|0|Upper Sukhumvit|1|1|0|1
28447831|Dr. Piyamas|2015-02-27|Bangkok, Thailand|" ""Sawasdee Ka"" (Hello)I'm Dr. Piyamas Lertnapakul. I'm interior architect and also lecturer for the Architectural and Cultural Heritage Management Course at Thammasat University. Art and travel are my passion. My family and I work in Bangkok, Thailand - a very dynamic and exciting city to live, not only rich of the culture but also architectural heritage.Talking about my hosting style, I am very welcoming host and also do my best to make sure that you feel like home. My promise is: You will have a friend and good assistant, not only during your stay in Thailand, but also after you leave. - BE MY GUEST-"|within an hour|1.0|1.0|0|Chinatown|1|1|1|1
54573683|Fon|2016-01-14|Bangkok, Thailand|Hi everyone, My name is Fon ling and I'm happy to be your host for your stay in Bangkok. Anything that you need to know about Bangkok I'm definitely the one you can shout to! From delicious foodies to relaxing massage spa to shopping till drop to clubbing party, let's go together! Believe me that i'll be a great kaki that you would want to hangout together. ^^ For other needs like transportation arrangement, airport transfer, traveling guide, restaurants reservation, sight seeing, lodging needs and money exchange services. Please feel free to let me know upfront and i'll see to your arrangement to make your stay as comfortable and worries free! Looking forward to meeting awesome travelers like you. See you soon!     ||0.0|0.0|0|Suan Luang|1|1|0|0
56566984|Yoo Yen Pen Sook|2016-01-29|Bangkok, Thailand||within an hour|1.0|0.0|0||1|1|0|1
31893604|Nuchnart|2015-04-25|Bangkok, Thailand|Hi. I'm Nuchanart. I'm stay in Thailand,Bangkok. My hostel (My home) is  walk only 12 min to MRT and many sightseeing.35 mins form Airport by Airport railing. We hope you feel like your home ^^ We have common space for relaxing, toilet and shower room on every floors of building. Small garden is available on 4th floor.  free Wi-Fi access in all areas,travel guide and map. From my hostel you can walk 15minute to train night market and Huai Khwang night market. 10-minute walk to The Street, new and cool shopping mall.12-minute walk from the Thailand cultural center MRT subway station. MRT line can connects to BTS sky train and Airport Rail Link which makes you comfortable to travel in Bangkok.only 1 minute walk to 7-11 and 24 hours fitness center, Thai massage and spa,coffee shophope to see you!||0.0|0.0|0|Din Daeng/Huai Khwang|1|1|0|1
52930657|Raman|2016-01-01|US|||0.0|0.0|0||1|1|0|0
54718670|Chutikran|2016-01-15|TH||within a day|0.67|0.0|0||1|1|0|0
24068939|Sutida|2014-11-23|Bangkok, Bangkok, Thailand|Hi, i'm Tan, FTM|a few days or more|0.0|0.0|0||1|1|0|0
250841|Witty|2010-10-01|Bangkok, Bangkok, Thailand|Hi, I'm Thai, easy going, down to earth, friendly and informative, 10 years with airline business and 10 years with travel business background. I host full time as I enjoy making new friends and I love to show you how lovely our country and our people are not as a business man. Looking forward to seeing you all.|within an hour|1.0|0.0|0|Thonburi|1|1|0|1
56782854|Off|2016-01-31|Bangkok, Thailand|I am a young architect who designed the Monomer house. Also you can get a cup of coffee from me, rustic barista.|within an hour|1.0|1.0|0|Siam|1|1|1|1
50285972|Fuse|2015-12-01|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
54134220|Kittipong|2016-01-10|Bangkok, Thailand|I am a pharmacist, working with my wife in own (Website hidden by Airbnb) family like to play tennis and badminton every Sunday. We have two kids(girl21, (Website hidden by Airbnb) the long holiday, we like to travel up-country or abroad.||0.0|0.0|0|Suan Luang|1|1|0|1
44472368|Namfah|2015-09-18|Bangkok, Thailand||a few days or more|0.0|0.0|0||1|1|0|0
52068281|Krissna|2015-12-23|Bangkok, Thailand||within an hour|1.0|1.0|0||1|1|0|1
56851514|Tai|2016-01-31|New York, New York, United States|My name is TAI HONGLAWAN or MIKE. I live in New York and Bangkok. I have been doing as a host since 2010 in Elmhurst New York. In Bangkok I have many place that I take care of them most of them in Rama 9. I like to take care people. I work as a bartender, Thai cuisine, Japanese Modern cuisine and lounge, car service, real estate in New York. In Thailand, I work1. BeautyBS (vitamin Puritan, best price|within a day|0.8|0.0|0|Din Daeng/Huai Khwang|1|1|0|1
5792836|Rogier|2013-04-06|Bangkok, Bangkok, Thailand|I am a Dutch national and used to work in the Middle East on a rotational basis. During my time off, I like to travel and do (water) sports. I can be hard to contact by phone, as often I am out of signal. |within a few hours|1.0|1.0|1|Klong Toey|1|1|0|1
56936569|Thiptaya|2016-02-01|Bangkok, Thailand|||0.0|0.0|0|Sathorn|1|1|0|0
1664026|Robert|2012-01-28|Malta|Hi , I' m Robert and I manage  various airbnbs in Malta and Bangkok, Thailand . I use Airbnb   to find that unique place that adds value to my travel  experience. My biggest satisfaction is helping my guests to enhance their travel experience|within an hour|1.0|1.0|0||1|1|0|1
52101669|Patty|2015-12-23|Thailand|||0.0|0.0|0||1|1|0|0
56976890|Kanoknan|2016-02-01|TH||a few days or more|0.0|1.0|0||1|1|0|0
453474|Bartek|2011-03-20|Bangkok, Thailand|Life moves pretty fast. If you don't stop and look around once in a while, you could miss it.|a few days or more|0.33|0.0|1|Suan Luang|1|1|0|1
25974509|Pornpan|2015-01-12|Bangkok, Thailand|I am friendly, honest, and generous, I am also a good friend .I like travelling a lot and I like to learning a new thing but normally i work at the Bank Monday to Friday from 8.00 a.m. - 6 p.m.  I stay another house with my family where far from Gotgi in the garden by walking about 10 minute. My activity on the weekend is go to the park or go to upcountry (SamutSakon Province) if you would like to share the culture or experience we can talk together.||0.0|0.0|0|Bang Sue|1|1|0|1
57260094|Pakpoom|2016-02-03|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
10260219|Nami|2013-11-25|Bangkok, Thailand|||0.0|0.0|0||0|1|0|0
54199136|Padsarun|2016-01-11|Bangkok, Thailand|polite, honest, caring, very kind and sincerity||0.0|0.0|0|Nong Khaem|1|1|0|1
37135412|ธนกฤต|2015-06-30|Krabi, Thailand|||0.0|0.0|0||0|1|0|0
50733363|Theerachai|2015-12-07|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
35172555|Ruthy|2015-06-06|Thailand|||0.0|0.0|0||1|1|0|0
29665859|Sirithorn & Felix|2015-03-20|Bangkok|Welcome! We are a married couple living in Bangkok for over 30 years. Sirithorn is from Thailand and Felix is from Austria. Together we love travelling & cooking - Sirithorn studying to cook South-East Asian cuisine. We speak English, Thai & German. One of us will happily welcome you to our Bangkok apartment and make sure that you have an enjoyable stay!|within an hour|1.0|0.93|1|Silom|1|1|0|1
800558|Kim (金)|2011-07-10|Thailand|"Rewarded with ""Super Host"" status on Airbnb, your personal trip curator  :) Owner of VillaShortStay. Please see the link below for all my Airbnb listings in Chiang Mai, Phuket, Koh Samui, Hua Hin and Bangkok for family and group holidays.https://www.airbnb.com/users/800558/listingsMy name is Kim and I'm born in Amsterdam, The Netherlands. I love to travel around the world. I like the French & Japanese cuisine. I need English breakfast in the morning. My last three travel destinations were Greece, Malaysia and Dubai and at the moment I'm in Thailand.  I've selected the properties in my listing as a personal pick out. Of course I demand standard hospitality services that apply to each of my managed villas.I apply the Japanese standard, meaning, the highest standard of cleanliness in hospitality. I applied it to each and every villa I manage and directly communicate this to each of its staff members.I'm always eager to meet new people during their stay with us. With my experience, I can cater all most of your needs, not only with regards to accommodation. I can arrange daily tours, car charter, airport pick up, birthday parties and wedding events. I truly do have only the finest villas available for rent in Phuket, Koh Samui, Bangkok, Hua Hin and Chiang Mai. Me and villa staff are looking forward to making your stay in Thailand an unforgettable experience through my company; VillaShortStay. I'm looking at my future with excitement and confidence and especially look forward to helping you get an outstanding holiday experience.You need something? Anything? Just name it and I'm happy to arrange it for you.Regards,Kim我们热爱到世界各地去旅行｡我喜欢法式和日式的烹饪｡早晨我需要吃英式早餐｡最近三次的旅行目的地分别是希腊､马来西亚和迪拜｡如果您有任何疑问,请联系我,我非诚乐意为您解答｡请阅读来自我的顾客的评论,以供参考!米饭,我喜欢!Luxury Holiday villa's in Chiang Mai, Phuket, Koh Samui Kui Buri and Bangkok. "|within a few hours|0.64|0.07|0|Siam|1|1|1|1
54210559|Sakchai|2016-01-11|Bangkok, Thailand|A traveler who have seen almost half of the world wishing to share experiences through the most comfortable room.|within an hour|1.0|1.0|0|Klong Toey|1|1|1|1
3720410|Jane|2012-09-30|Bangkok, Thailand|I was born in Bangkok and I've got master degree in Social development and Environment and yes i have been working in charity more than 14 years , i love my job :)I think I am an easy going girl, I love traveling i guess i know what people want when they have chance to traveling abroad. So Please don't hesitate to ask me if you have any questions,Anything u want to know about my properties Thailand etc just ask. I am here to help i hope i gonna have chance to b your host or maybe to be your friend must be awesome :) Welcome to Thailand!! |within an hour|1.0|0.0|0||1|1|0|1
53251672|Raju|2016-01-04|TH|||0.0|0.0|0||0|1|0|0
54556383|Khemiga|2016-01-13|TH|||0.0|1.0|0|Wang Thonglang|1|1|0|0
54559276|Bussara|2016-01-13|Thailand|,ชอบท่องเที่ยว ||0.0|1.0|0||1|1|0|1
54574474|Jirakorn-Nattakan|2016-01-14|Bangkok, Thailand|Warm welcome like a friend||0.0|0.0|0|Yan Nawa|1|1|0|0
57244270|Boo|2016-02-03|Singapore, Singapore|Fun Loving Person||0.0|0.0|0||1|1|0|0
57405776|Chanoknun|2016-02-04|TH|||0.0|0.0|0|Lak Si|0|1|0|0
57473266|Phornruethai|2016-02-05|Chiang Mai, Thailand|I'm from Chiangmai Thailand with loving travel with my family |within an hour|1.0|0.93|0||1|1|0|1
27870775|Yupa|2015-02-17|Bangkok, Bangkok, Thailand|The below enjoyment are still very active to my life. +interior architect +branding designer+procurement+consultant+buyer+property developer+yoga instructor I have my properties for travellers to stay in isolation of disturbance but convenience, secured & peaceful. Various type of hosting styles can be tailored to suit your needs if required. do not take life for granted... share your gratitude to all around and closest to your life. tomorrow may not be existed to express your feeling to your beloved ones.|within an hour|1.0|1.0|0||1|1|1|1
57514756|อนุศักดิ์|2016-02-05|MRT  Bangson Station||a few days or more|0.0|0.0|0||1|1|0|0
57577779|Kunzanna|2016-02-05|Bangkok, Thailand|||0.0|0.0|0|Upper Sukhumvit|1|1|0|0
57697935|Yong|2016-02-07|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
57729592|Chonlada|2016-02-07|TH|||0.0|0.0|0||1|1|0|0
57823883|K|2016-02-08|Thailand|||0.0|0.0|0||1|1|0|0
57833922|Hardeep|2016-02-08|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
36323805|Thada|2015-06-21|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
28596883|Bee|2015-03-02|thailand|Please contact via Line : wssp (Phone number hidden by Airbnb) or E-mail : (Email hidden by Airbnb) or (Email hidden by Airbnb)|within a day|1.0|0.0|0||1|1|0|1
48866549|Winnie|2015-11-12||||0.0|0.0|0||0|0|0|0
48737712|Piyapong|2015-11-11|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
57970807|Prajitporn|2016-02-09|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
20500566|Amy|2014-08-25|bangkok|(Email hidden by Airbnb) id:amy (Phone number hidden by Airbnb) ,泰國手機: (Phone number hidden by Airbnb)||0.0|0.0|0||0|1|0|0
56561719|Oom|2016-01-29|Bangkok, Thailand|I have been traveling and living in places around the world and have been very lucky having people helped me out wherever I go. I, myself, would love to help people to get good experience when traveling too.I also used to work at Tourism Authority of Thailand and have been hosting friends from different parts of the world. I will try to give my guests all the information I can find and share all the tips they need. Looking forward to welcoming you all!|within a day|0.75|1.0|0|Sathorn|1|1|0|1
58085894|Thap|2016-02-09|Bangkok, Bangkok, Thailand|My nick name Boss|within an hour|1.0|1.0|0|Phasi Charoen|0|1|0|1
52155080|Worakit|2015-12-24|Bangkok, Thailand|||0.0|0.0|0|Thong Lo|0|1|0|0
41374574|Ken|2015-08-13|Bangkok, Thailand|ฉันยินดีแบ่งปันบ้านของฉันเพื่อให้คุณได้พักผ่อนI am happy to welcome anyone interested to come to Thailand .||0.0|0.0|0||1|1|0|0
28625777|Jib|2015-03-02|Bangkok, Thailand|Hi! My name is Jib. I'm Thai. I was born in Bangkok . Love to travelling and meeting people. Should you have any questions, please let me know. I will do my best to assist you.||0.0|0.0|0||1|1|0|0
45609602|Chanwith|2015-10-02|Bangkok, Bangkok, Thailand|Hi I'm Chanwith. I currently works in Oil & Gas business which make my life often far way from home. I love to live and learn any local cultures, foods and languages .I heard the Airbnb first time by recommendation from my friend and  I got the great experience living in local neighborhood in Houston. When I came back to Thailand, I decided to start hosting with the unforgettable experience attitude as same as I was received in Airbnb.I really ready to welcome all the travelers around the world who would like to get the real Thainess from the local Bangkokian as me. :)|within a few hours|1.0|1.0|0||1|1|1|1
38798439|Suwit|2015-07-17|Bangkok, Thailand||a few days or more|0.0|0.0|0||1|1|0|0
7459377|Satchaphan|2013-07-13|Chiang Mai, Thailand|Coffee & bakery lover. I travel solo.||0.0|0.0|0||1|1|0|1
54931631|Trica|2016-01-17|Bangkok, Bangkok, Thailand|Would you like to trip 2 countries in 1 time?Only 10min away from On Nut station, Trica Hostel is located at.Opened in 2015 by Japanese owner who addicted to trip.Cozy cafe-bar lounge is at 1st floor, of course we provide some Japanese dishes.Enjoy Thailand trip and Japanese taste in 1 time at sunshiny pleasant space.For Thailand local people, you can enjoy short LUNCH trip to Japan even on weekdays!Wifi, shared kitchen and laundry service are available, they might make your trip more relaxing.Rainhill is 3.8 km from Trica Hostel, and the nearest airport is Suvarnabhumi Airport, 16 km from Trica Hostel.Have a good day!||0.0|0.0|0|Suan Luang|1|1|0|1
46813668|Sathit|2015-10-17|TH||a few days or more|0.0|1.0|0|Rat Burana|1|1|0|1
28894148|Kuntinun|2015-03-07|Bangkok, Bangkok, Thailand||within an hour|1.0|0.0|0||1|1|0|0
37468649|Songchai|2015-07-04|Bangkok, Thailand|Architect, Arts-LoverEnjoy traveling , sports and good design.||0.0|1.0|0||1|1|0|1
13026063|Nils|2014-03-11|Hong Kong|Quality not Quantity|within an hour|1.0|1.0|1||1|1|0|1
12287659|Oe|2014-02-16|Bangkok, Thailand|Easy going and love to explore the world. I will be a great host, as well as being a great guest!:)|within a few hours|1.0|1.0|0|Klong Toey|1|1|0|1
58325990|Kritsana|2016-02-11|Bangkok, Thailand|eat-Ting is amazing, If you love to stay quiet, just stay around the hotel !!!eat-Ting is amazing, if you love lively night, you can find many bars and pubs in this area by walk!!!We built most of hostel with our own hands, we cook our delicious breakfast, lunch and dinner.||0.0|0.0|0||1|1|0|0
26847533|AomSinn|2015-01-28|Bangkok, Thailand|Hi! My name's Aom, full time mommy of a little girl, Nham-Ice. My background is healthcare science and I worked in a medical research field for almost 8 years until I gave birth this year so I quit a job.I am an optimistic and friendly person. I am not talkative but always smile. I love adventure, trekking, running, swimming and scuba diving.   My family has a small business apartment in Bangkok near Donmuaeng airport. Our main residents are Thai but we also open 1st floor for Airbnb. We are now have 1 rooms available for our travelers who may need a simple budget place to just sleep, charge a battery of yourself then start a journey again next day.  We are welcome you all.||0.0|0.0|0||1|1|1|0
54743221|Nueng|2016-01-15|Bangkok, Thailand|My nickname is Nueng. I do love traveling, decorating and planting.I happy to have new foreigner friends.Now, I have overseas friends from my travelling and studying aboard.When they come to Thailand I don't hesitate to support them for travelling, dinning and learning Thai culture so that they come to Thailand again & again. Not only to rent my places, but to have new friends is much more interested for me. Regarding my places, you are not worry about transportation, food, authentic Thai, etc. I will try my best for you to have a wonderful holiday in Thailand. If I am free, I hope to look after you too.|within a day|0.9|0.89|0|Bang Na|1|1|1|1
43652003|Peack|2015-09-08|Bangkok, Thailand|Hello, my name is PeacK. In Bangkok, Thailand, I work as a General Manager (IT). Investment and Business Internet are two topics that interest me. I'd like to learn about new areas from locals as a traveler. As your host, I would like to invite you to stay at my home and enjoy your stay in Bangkok, Thailand. :) I'm looking forward to meeting you.|within an hour|1.0|1.0|1|Phra Khanong |1|1|1|1
59280142|Angkana|2016-02-18|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
40952443|Kookkai|2015-08-09|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
48337226|Nawat|2015-11-06|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
18076343|Earn|2014-07-14|Bangkok, Thailand|||0.0|0.0|0|Dusit|1|1|0|1
55123269|Mauro|2016-01-18|Naples, Campania, Italy|||0.0|0.0|0||1|1|0|1
32143083|Watha|2015-04-28|Bangkok, Thailand|I graduated MBA from University of Illinois Urbana-Champaign.  My hobby is photography, listening to music, and running. I travel abroad a few times every year.||0.0|0.0|0|Klong Toey|1|1|1|0
26158068|Sawaminee|2015-01-15|TH|Cooking ice cream and mix for Drink : coffee etc.||0.0|0.0|0||1|1|0|0
54740586|Phuket Villa|2016-01-15|Phuket, Thailand||within an hour|1.0|0.75|0|Din Daeng/Huai Khwang|1|1|0|1
10950957|Pia|2014-01-01|US|||0.0|0.0|0|Aree|1|1|0|0
20190107|Robert|2014-08-18|Paris, Île-de-France, France|Bonjour, je suis organisateur de voyages en Asie du Sud-est avec la structure Solidarasia. Je serai heureux de vous accueillir dans des appartements de famille, en France et en Asie. A bientôt|within an hour|1.0|0.1|0||1|1|1|1
55338598|Yao|2016-01-19|Bangkok, Thailand|I am a single woman who loves to explore the world solo and meet new friends while travelling. I love to visit museums and historical/cultural sites in every countries I go.|within a day|0.67|0.5|0|Chatuchak|1|1|0|0
58794980|Aura|2016-02-15|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
26630042|Hostrang|2015-01-24|TH||within an hour|1.0|1.0|0||1|1|0|1
55347997|Khaneungnit|2016-01-19|Bangkok, Thailand|||0.0|0.0|0|Suan Luang|0|1|0|0
59528367|Uthaithip|2016-02-19|Bangkok, Thailand|I live in Bangkok and hope that you enjoy this wonderfully diverse and vibrant city.|within a day|1.0|1.0|0||1|1|0|1
23912056|Keiko And Pete|2014-11-18|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
55354090|Pimpatchara|2016-01-20|TH|||0.0|0.0|0|Klong Toey|1|1|0|0
58818299|甫宜 Fuyi|2016-02-15|Hengchun Township, Taiwan||within an hour|1.0|1.0|1||1|1|0|1
61402282|Wanna|2016-03-03|Bangkok, Thailand|||0.0|0.0|0|Bang Na|1|1|0|0
61476163|Usa|2016-03-04|Bangkok, Bangkok, Thailand|My name is Usa. I am living in  Bangken area, Bangkok and working at the Graduate School of Communication Arts and Management Innovation,  NIDA-a public university . I and my sister have condo and house for rent on a significant area around our home and office.  We would like to share these for our guests and make friend with them. |within a few hours|1.0|1.0|0|Bueng Kum|1|1|0|0
27943577|Sumana|2015-02-18|Bangkok, Bangkok, Thailand|My name is Sumana. I am a typical office worker living in Bangkok, Thailand. I have been hosting for more than 3 years. It has been an interesting experience to meet people with cultures. I am happy to host people all around the world.|within an hour|1.0|1.0|1||1|1|1|1
31435492|Nt|2015-04-18|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
24340152|Suwanna|2014-11-30|Bangkok, Thailand|design, books, jazz music, photography, coffee.Travel as much as you can when you're still in school.Traveling means getting to know local people and spend days hangout in the town. I love exploring new cities and get inspirations from them. (Website hidden by Airbnb)|a few days or more|0.0|0.0|0|Upper Sukhumvit|1|1|0|1
