hid,name,since,location,description,response_time,response_rate,acceptance,is_super_host,neighbourhood,email_verified,phone_verified,work_email_verified,identity_verified,picture,thumbnail,url
7278395,Niramol,2013-07-04,"Chatuchak, Bangkok, Thailand","I have just recently retired from my dream job as a manager of a portrait studio, where I had worked for 27 years. Having more free time allows me to do what I enjoy the most: traveling, photographing, golfing, and gardening. I love to be a host so I can share with my guests my beautiful country and the kindness of the people of Thailand.",within an hour,1.0,1.0,0,Din Daeng/Huai Khwang,1,1,0,1,https://a0.muscache.com/im/pictures/user/5e73287d-0b21-4f5e-8b30-ecb1174606c1.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/5e73287d-0b21-4f5e-8b30-ecb1174606c1.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7278395
10362425,Billy,2013-12-01,"Bangkok, Thailand","Currently working as an English Tutor as well as founded my own tutoring school in Nonthaburi Province where it is my hometown, I am an easy-going, down-to-earth, and communicative person.Feel free to contact me as one of your host choices. I really enjoy welcoming my valuable guests from across the world. ",,0.0,1.0,0,,1,1,0,1,https://a0.muscache.com/im/pictures/user/ffeeeb95-9fde-493e-81dc-2cfdfb360102.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/ffeeeb95-9fde-493e-81dc-2cfdfb360102.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/10362425
7454779,Lily Duangdao,2013-07-13,"Bangkok, Thailand",I love traveling. I like to help all travel to enjoy their stay when they away from home. ,within an hour,1.0,1.0,1,Lower Sukhumvit,1,1,0,1,https://a0.muscache.com/im/pictures/user/f194393e-ef74-4318-89c3-75df8733fef6.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/f194393e-ef74-4318-89c3-75df8733fef6.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7454779
1611711,Nichapat,2012-01-15,"Bangkok, Thailand",Hi I am 30 yrs olf thai from Bangkok,,0.0,0.0,0,,1,0,0,0,https://a0.muscache.com/im/users/1611711/profile_pic/1326688707/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/1611711/profile_pic/1326688707/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1611711
2653642,Hab,2012-06-16,"Bangkok, Thailand",from bangkok ,,0.0,0.0,0,Din Daeng/Huai Khwang,0,0,0,0,https://a0.muscache.com/im/users/2653642/profile_pic/1344096482/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/2653642/profile_pic/1344096482/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/2653642
843854,Anshera,2011-07-20,"Bangkok, Thailand",I'm in Bangkok Thailand.  I always love to travel with my family and little kids.,within an hour,1.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/users/843854/profile_pic/1350088639/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/843854/profile_pic/1350088639/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/843854
7327298,Notee,2013-07-07,"Bangkok, Thailand",I love to travel and exploring things around the world.,within a few hours,1.0,0.88,0,Klong Toey,1,1,0,1,https://a0.muscache.com/im/pictures/user/63941dd0-61a3-4d25-a5ef-ed90b964dfb3.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/63941dd0-61a3-4d25-a5ef-ed90b964dfb3.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7327298
10477079,Heide Emigre,2013-12-06,"Bangkok, Thailand","Welcome to HEIDE EMIGRÉ, our residential family-owned project ~ Stylish & Homey Stay in the City ~About us: We are a family from Thailand. Luck is a films director while Phai has a graphic studio and always busy with our growing-up kids.We have interest in art, design, and get excited every time we get new experience with people, culture, places, neighborhood while traveling.In this project, we are developing places to stay, trying to offer the homey feeling with style. We hope that our guests feel comfortable and love our decoration.As we have several rooms and apartments, we have people to help us organize things and also sometimes communicate to guests, Feel free to let us know how you enjoy your stay. We’d definitely love to hear that!Khob Khun Kha :)",within a day,1.0,0.33,0,Victory Monument,1,1,1,1,https://a0.muscache.com/im/pictures/user/35539859-9cd9-4455-be2a-8c38d4cc088c.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/35539859-9cd9-4455-be2a-8c38d4cc088c.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/10477079
627037,Albert,2011-05-25,TH,I am open minded to talk to people around the globe as I have travelled the world myself.,,0.0,0.0,0,Yan Nawa,1,1,0,0,https://a0.muscache.com/im/users/627037/profile_pic/1443506036/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/627037/profile_pic/1443506036/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/627037
8664261,Kriengkrai,2013-09-06,"Bangkok, Thailand","My inspiration is to have a place where friends can meet. Finally, it happens to be ""BANGKOK HUB"". A milestone, a pace, or whatever we call, I wish this small place would become a HUB for you.",,0.0,0.0,0,Sathorn,1,1,0,0,https://a0.muscache.com/im/users/8664261/profile_pic/1381397761/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/8664261/profile_pic/1381397761/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8664261
2346550,Ken,2012-05-11,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Hi I am Ken from from Kuala Lumpur, thanks for dropping by. My motto is ""Do to other what you want other to do to you"" and l love to host guests in Kuala Lumpur and show them how to have a good time during their stay. I travelled a lot and use Airbnb services, I get to know the hosts and become good friends. I like to treat my guests like friends and give them a boutique hotel stay experience with a personal touch. My place come with beach, jungle, 2 cinemas, 3 swimming pools, saunas, BBQ place, common kitchen, many common place to hang out - you will get to make friends with the local and expats who live in Mont Kiara community in Kuala Lumpur. I love books, movies, travelling, music and of course food, look forward to host you!",within a day,1.0,0.0,0,Suan Luang,1,1,0,0,https://a0.muscache.com/im/users/2346550/profile_pic/1336743802/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/2346550/profile_pic/1336743802/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/2346550
1667508,Siriwipa,2012-01-29,"Bangkok, Thailand",I am a full time employee and part time business owner :-)My life mission these days is giving and sharing. I am trying to do it every day even it is a small thing like giving small coins to a street begger or giving consultation to my colleague about their work or personal life problem.,within a few hours,1.0,1.0,0,Ratchathewi/Phaya Thai,1,1,1,1,https://a0.muscache.com/im/pictures/user/4c63d393-3a8f-46f2-8c7f-3729e8445101.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/4c63d393-3a8f-46f2-8c7f-3729e8445101.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1667508
7489121,Anis,2013-07-15,"Bangkok, Thailand","love to travel , find chic accommodation,reading book",within an hour,0.83,0.83,0,Suan Luang,1,1,0,1,https://a0.muscache.com/im/pictures/user/afa08bfa-96cb-4712-9cd4-0fb7ede0c645.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/afa08bfa-96cb-4712-9cd4-0fb7ede0c645.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7489121
10581237,Anchana,2013-12-12,110/54 Millennium Residence Sukhumvit 20 Klongtoey Bangkok,"Hi everyone!My name is Anchana(Anna) I'm the owner who will take care of you.I was working as cabin crew before which is the job I love cause I love talking to people and take care of them.I also love traveling,cooking thai spicy food,eating and reading.I cannot sing to save my life,but I'd love to learn how to carry a tune.Last but not least shopping is my life and I can definitely be your shopping guide book in Bangkok.Hope to see you soon,Regards Anna",,0.0,0.0,0,Silom,1,1,0,1,https://a0.muscache.com/im/users/10581237/profile_pic/1387040886/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/10581237/profile_pic/1387040886/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/10581237
1780407,Feb,2012-02-20,"Bangkok, Thailand",Hello! I'm a designer living in San Francisco. These properties are my family condos in Bangkok where I came from. I manage all the bookings and my dad manages the property. It's like a family business so we will take care of you like you are part of our family!,within an hour,0.9,1.0,1,Bang Na,1,1,0,1,https://a0.muscache.com/im/pictures/user/89ba3644-0290-4269-9a79-d6061ed0f969.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/89ba3644-0290-4269-9a79-d6061ed0f969.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1780407
1928343,Chanvit,2012-03-15,"Bangkok, Thailand",I have a few condominiums in Bangkok area available for anybody who is finding a place to stay either short or long term. ,,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/1928343/profile_pic/1331827178/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/1928343/profile_pic/1331827178/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1928343
9701189,Tam,2013-10-29,"Auckland, Auckland, New Zealand","I used to live in Auckland, New Zealand for 10 years. I turn my life back Bangkok to stay with my beloved mum and dad. I enjoy travelling, cooking, and espectially YOGA.I love Yoga as it help me relax. Please kindly be invited to join our yoga class. ",within a day,1.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/9701189/profile_pic/1383932233/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/9701189/profile_pic/1383932233/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/9701189
7616231,Jeab,2013-07-21,"Phra Nakhon, Bangkok, Thailand","Hi! My nickname is Jeab.  I am originally from Bangkok, Thailand. I love travelling and meeting people. I have joined Airbnb since 2013 as a host. My sister (Jib) usually helps me greetings all guests for the check-in. ",within an hour,1.0,1.0,0,Thonburi,1,1,0,1,https://a0.muscache.com/im/users/7616231/profile_pic/1374381978/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/7616231/profile_pic/1374381978/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7616231
7644106,Jirapha,2013-07-22,"København S, Denmark",,within a few hours,1.0,0.75,0,,1,1,0,1,https://a0.muscache.com/im/pictures/user/47493fde-6a5d-4d20-b781-0e3a0fbef3c1.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/47493fde-6a5d-4d20-b781-0e3a0fbef3c1.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7644106
7647775,Hataipat,2013-07-22,"Bangkok, Thailand","I work at Thai Airways airline more than 10years. I love to travel and get new experience. I enjoy to have more friend. We are family (my dad,my mom, my sisters)who enjoy meeting new people, plus exchange experiences from international guests.We have been around collecting enhancing properties across Bangkok and some tourist destinations to showcase the charm and unique lifestyle of Thai people through how we live and also how YOU will live!Who would know about Bangkok better than Bangkokian local people like us ;) We are very interested in hanging out with you. We do know where to go and what to do which you wouldn't find in any guide books. We met lots of awesome people and indeed many good friends from this society.Even you will not be able to stay with us, you are still very welcome to chat about where and how to do things in Bangkok. We hope you enjoy your stay with us and we will try our best to make sure that you have a wonderful time here, in the land of smiles, yummy food and amazing shopping experience.Cheers! Hataipat's family",within a day,1.0,0.5,0,,1,1,0,1,https://a0.muscache.com/im/users/7647775/profile_pic/1398567931/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/7647775/profile_pic/1398567931/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7647775
1681901,Pornpan,2012-02-01,Bangkok,I am a professional management in a music and media company. I love travelling to a new places as it always give you a full reflection of yourself as well as open your mind to a new culture and environment. I like the concept of airbnb that allow a direct and easy connection between two parties who love travelling. I myself have experienced being both a host and a guest. I always ensure that my guests get a complete information about my place and very happy to welcome them with the best hospitality i can provide. ,,0.0,0.0,0,Thonburi,1,1,0,1,https://a0.muscache.com/im/pictures/user/ee795a7e-317d-4137-a224-f7b23a8aa077.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/ee795a7e-317d-4137-a224-f7b23a8aa077.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1681901
7753623,Kia,2013-07-27,"Bangkok, Thailand",Relaxing traveller who enjoy fantastic scenery peace and calm but convenient environment,,0.0,0.0,0,Chatuchak,1,1,0,1,https://a0.muscache.com/im/pictures/user/727661fc-6948-484a-a3f6-bbe2348446af.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/727661fc-6948-484a-a3f6-bbe2348446af.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7753623
578672,Warin,2011-05-11,"Bangkok, Thailand","I am 29 year old, working at home, living simple with 2 kittens. I am easy going, kind and gentle. Love jazz.",,0.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/users/578672/profile_pic/1394429132/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/578672/profile_pic/1394429132/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/578672
368001,Melissa And Kurt,2011-01-30,"Portland, Oregon : Oysterville, Washington : Bangkok, Thailand","My husband and I enjoy the arts, fashion business and traveling. In particular we have a huge heart for SE Asia. Our beautiful honeymoon was spent in Bali where we were charmed everyday by the most lovely experiences. We currently have a small but lovely apartment overlooking the Chao Phrya river in Bangkok as most of my business in fashion keeps me there. When we are stateside we live in Oysterville, Washington, and also own a second home in Portland, Oregon.We are great supporters of the arts and try to see performance as well as exhibits as much as is possible when we travel. Often my business takes me to amazing destinations, as international fashion means international travel as well. My most recent trips have been a month long adventure from that took me and my husband from NYC to London, Milan and Paris to document a fashion week experience. We're considerate and responsible people who understand the importance of trust in renting your place to those you have never met.  We appreciate it when our guests do the same with our two historic homes, one on the charming historic Willapa bay in Oysterville, Washington, the other a beatiful 100+ year old victorian in Portland,OR which is perched high enough upon a hillside for an outstanding city view. Our homes are filled with precious things so we understand the importance of knowing that those things will be taken care of in our absence.Please feel free to ask me any questions you might have; as I will do the same. I've used airbnb on many occasions and feel comfortable that the system makes this a wonderful and safe experience.Thanks for reading!Melissa ",within a day,1.0,0.27,0,Banglampoo,1,1,0,1,https://a0.muscache.com/im/users/368001/profile_pic/1386969655/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/368001/profile_pic/1386969655/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/368001
10613827,Atsanai,2013-12-14,"Bangkok, Thailand","Hi everyone,My name is Jump. I live in Bangkok. Travelling all over the world as a backpacker is my dream. I love to try new things and meet various people.As the host. I truly understand what guests want and need. I have service mind and wish my guests to be happy and feel free when living in my place like home away from home.",,0.0,0.0,0,Chatuchak,1,1,0,0,https://a0.muscache.com/im/users/10613827/profile_pic/1423403565/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/10613827/profile_pic/1423403565/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/10613827
7690422,Chanida,2013-07-24,ไทย,"From Thailand , Private guide(own business)    and Interior Architecture .. I love to travel and love to enjoy to be guide for another  , guide and help people for more travel information . My guide doesn't for profit , but for customer most happiness and smile is my profit. my customer will not got take care as merchant but I take care as friend and family.",,0.0,0.0,0,Din Daeng/Huai Khwang,1,1,0,0,https://a0.muscache.com/im/users/7690422/profile_pic/1374724514/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/7690422/profile_pic/1374724514/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7690422
7795450,Kirawut,2013-07-29,TH,,,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/7795450/profile_pic/1375108959/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/7795450/profile_pic/1375108959/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7795450
807406,Hollis,2011-07-11,"New York, New York, United States",Easygoing software developer working in NYC. Hope to see you soon!,within an hour,1.0,1.0,0,,1,1,0,0,https://a0.muscache.com/im/users/807406/profile_pic/1313433451/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/807406/profile_pic/1313433451/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/807406
7840606,Naphaporn,2013-07-31,"Cardiff, Wales, United Kingdom",,,0.0,0.0,0,Aree,1,1,0,0,https://a0.muscache.com/im/pictures/user/966b6cb6-6a34-4f35-ad04-a5bafc073961.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/966b6cb6-6a34-4f35-ad04-a5bafc073961.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7840606
5469970,Yair,2013-03-15,"Bangkok, Thailand","Our Aries building is a low rise, boutique buildings where you get to know your neighbors! All of our locations are close to busy On Nut and Pattanakarn Road, but yet are in a green, quiet, peaceful setting.The building is just off a busy On Nut Soi 17. Nearby there is a daily fresh market, a neighborhood shopping center, all the comforts you need with the convenience of On Nut and Pattanakarn urban area.",a few days or more,0.0,0.0,0,Suan Luang,1,1,0,0,https://a0.muscache.com/im/users/5469970/profile_pic/1387883501/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5469970/profile_pic/1387883501/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5469970
10297749,Tash,2013-11-27,Hong Kong,"I am looking after these two apartments in Bangkok with the help of my local house carer. I am an Australian Chinese, moved back to Hong Kong .I have worked and lived in various parts of Australia, Hong Kong, Canada. I love traveling, love to experience the local culture, local food and to meet local mates.The best way to experience the destination in a short trip is to stay at a local's place. Thereby, as a travel-fanatic like myself, I would like to offer you our apartment for your adventure. ",within an hour,1.0,1.0,0,,1,1,0,1,https://a0.muscache.com/im/users/10297749/profile_pic/1408548994/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/10297749/profile_pic/1408548994/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/10297749
10772928,Yair,2013-12-23,"Bangkok, Bangkok, Thailand",,within a few hours,1.0,1.0,0,,1,1,0,1,https://a0.muscache.com/im/users/10772928/profile_pic/1387793972/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/10772928/profile_pic/1387793972/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/10772928
3994482,Vincent,2012-10-28,"Nonthaburi, Thailand",I am not a host,,0.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/pictures/user/8133bf74-8c79-455d-94b0-b9da0b4eb8cf.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/8133bf74-8c79-455d-94b0-b9da0b4eb8cf.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/3994482
1425515,Peter,2011-11-20,Bangkok ,"I am European and have lived in Asia for many years and travel extensively for work. Love traveling (privately), outdoor activities such as hiking, jogging. Also love working out at the gym, collect masks and interested in home decoration. Enjoy watching movies and DVDs, meeting friend for dinner and coffee/tea. ",within an hour,1.0,0.8,1,,1,1,0,1,https://a0.muscache.com/im/pictures/user/2a1cde4b-6caa-4fe9-b935-1f4bd6bc6dc7.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/2a1cde4b-6caa-4fe9-b935-1f4bd6bc6dc7.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1425515
8008449,Sina,2013-08-07,"Bangkok, Thailand","Hello everyone I am Hoki Sina from Cambodia living in Bangkok and Phnom Penh. I am outgoing and very friendly, and like to travel. I will like to have opportunity to make new friend and exchange accommodation when I travel abroad.",,0.0,0.0,0,Suan Luang,1,1,0,0,https://a0.muscache.com/im/users/8008449/profile_pic/1375905587/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/8008449/profile_pic/1375905587/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8008449
8093424,Tesue,2013-08-11,"Coventry, England, United Kingdom",Hi! I'm Thai. You can call me Ak. I can help you about room for rent and travel in Thailand. Please let me know before 1 month!!!See you soon!,within a few hours,1.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/8093424/profile_pic/1376267503/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/8093424/profile_pic/1376267503/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8093424
10802851,Susie,2013-12-25,"Bangkok, Thailand",I love trekking and hiking.  I love animal.I enjoy eating Chinese food.I like to host people so having guesthouse is one of my dream.,,0.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/users/10802851/profile_pic/1395572315/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/10802851/profile_pic/1395572315/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/10802851
8954433,Benz,2013-09-20,"Bangkok, Thailand",,a few days or more,0.0,0.5,0,,1,1,0,1,https://a0.muscache.com/im/pictures/user/84fb80dc-6409-434b-add2-5d5d3ad934b9.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/84fb80dc-6409-434b-add2-5d5d3ad934b9.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8954433
1463818,Amporn,2011-12-02,Bangkok,"I am a Bangkokean, married, no kid, self employed. I love reading, traveling and meeting new people. ",,0.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/pictures/user/8a23d20c-87c2-4cb4-b483-bdeeb1e738d6.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/8a23d20c-87c2-4cb4-b483-bdeeb1e738d6.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1463818
10899693,Gerald,2013-12-29,"Portland, Oregon, United States","I am a fellow traveler who is constantly captivated by the beauty of the people and splendors of SE Asia.  Photography is the hobby that has led me to enjoy the beauty that is found Asia and has ultimately led my falling in awe of Asia.I purchased this brand new condo in the summer of 2011 as a second home.   It is in a wonderful building that is located in one of the best neighborhoods in Bangkok.  Saladaeng has its own hustle and bustle during the day but becomes low key and quiet in the evening.  Movies, book and photography are my passions.  Traveling to UNESCO World Heritages sites around Asia and taking photography provides a joy that cannot be expressed in words.  Simply visiting these sites and taking in their splendor and beauty provides food for the soul.It is a pleasure to open my home to other spirited souls who enjoy the beauty of Thailand and Asia!",within an hour,1.0,1.0,1,Silom,1,1,0,1,https://a0.muscache.com/im/users/10899693/profile_pic/1408330398/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/10899693/profile_pic/1408330398/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/10899693
9219499,Wannee,2013-10-04,"Bangkok, Bangkok, Thailand","Hello! I am a property business woman in Bangkok which including both apartment for monthly and mini hotel for daily. In every properties of mind, there is a reception, some open for 24 hours some only at the working hour.All my properties are at the skytrain route, Sukhumvit Line.The information about your arrival time is necessary for the apartment types such as Golden House and Golden Onnut.Golden House @ Sukhumvit 50 and Golden Onnut are served for monthly rent but also served for daily too.  These two are at Onnut station. Both are 8 story building with elevator. Golden House is 27-30 sqm. and only 300 meters from Onnut station and Tesco Lotus Onnut. Here has only one room type with air-condition, TV, fridge and dining set.Golden Onnut ้has several types of room, the room we serve in Airbnb is only Superior room, it's 35 sqm. studio type with air-condition, TV, fridge and dining set.Both places you can request for some kitchen equipment such as electric plate.",within an hour,0.75,1.0,0,Lower Sukhumvit,1,1,0,1,https://a0.muscache.com/im/users/9219499/profile_pic/1396502535/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/9219499/profile_pic/1396502535/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/9219499
8123510,Tatiya,2013-08-13,"Chatuchak, Bangkok, Thailand","Hi all,My name is Tatiya. I had worked as a geophysicist for a Thai national oil company for 15 years. I started hosted on Airbnb since 2013 as a hobby but now it's my full time job. :) As I love traveling and also love any chance to meet new people and learning new culture from around the world. My other passion beside traveling is food. Most of the time when I travel, these two passions collided. I normally end up planning my trip based on where I'm going to eat that day. :D I also love to cook. But it's not really worth it to cook in Bangkok when you live alone. It's much cheaper to just eat out. So If you'd like to try a traditional home cooked meal, I'll be more than happy to prepare something for you. Please check me out on Airbnb Experience. It was launched in Bangkok on March 16th, 2017 and I'm one of the first 9 hosts in Bangkok. My first experience is called ""Thai Delight"". And my 2nd experience ""Pad Thai Cooking Class"" was also now launched in September, 2017. :)Looking forward to hosting all of you. Cheers,TatiyaPs. I have won the Airbnb Bangkok Host Award 2015 for the contribution I gave to the Bangkok Airbnb community. Please rest assured, you'll be in good hands. ;)",within an hour,1.0,1.0,1,Chatuchak,1,1,0,1,https://a0.muscache.com/im/pictures/user/9dc7ce3b-b3fc-4af4-a46c-5e4e98f89512.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/9dc7ce3b-b3fc-4af4-a46c-5e4e98f89512.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8123510
1140715,Chonnikan,2011-09-11,"Bangkok, Thailand","Hi, I'm Ni. I was born in Thailand but manufactured in Singapore. I love gadgets, fine dining, indie music, philosophical books and traveling. Staying i (Website hidden by Airbnb) stars hotels is definitely my favorite pastime and my goal is to bring that experience to my guests. So if you like or do not like my apartment, speak now or forever hold your peace!Looking forward to meeting all of you!",within an hour,1.0,0.94,0,Silom,1,1,1,1,https://a0.muscache.com/im/users/1140715/profile_pic/1388937556/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/1140715/profile_pic/1388937556/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1140715
11057279,Jay,2014-01-06,Bangkok Thailand,"Hello Jet set travelers!A big welcome to Bangkok! :)My name is Jay.I am half Singapore Chinese and Thai. I am currently living and working in Bangkok in the Sathorn district. I live with my family, dad, baby and 2 cats and we enjoy living here. There is always something to discover and we enjoy discovering new places and simple pleasures.I love traveling and have lived in many countries including USA, Spain, Taiwan, Hong Kong, Shanghai and Singapore. So, I know what it likes to feel good when you are away from home, and how to feel comfortable and restful.I work in advertising and design and so I like to design my home w/ a lot of neutral and natural colors such as grays, whites, blue, greens, reds (for good luck!). I like to collect art and ceramics, especially when I travel to other countries and culture. I try to keep a healthy and fit life. I run often around Sathorn area and go to the gym 2-3 times a week. On our free time we love to travel, I hope one day we can build an Eco resort and art gallery in Chiang Mai province.Please feel free to ask me about Bangkok, I'll answer the best I could. Thank you for checking us out, have a great day!Jay",within an hour,1.0,0.95,0,,1,1,0,1,https://a0.muscache.com/im/users/11057279/profile_pic/1389245432/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/11057279/profile_pic/1389245432/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/11057279
11095276,Jirajate,2014-01-07,Surin,"Guest's qualification as required are.*family trip not over 6 people.*None-smoking.*Sex touristing, human trafficking are highly prohibited.*Bringing local while living in is prohibited.*Apartment is located in the central zone of Bangkok easy access to any transportations.*I affiliate travel agency which I can manage tour from time to time.*Departing tenant shall return all equipments as prior condition.I am looking forward to welcome you.Jade.",,0.0,0.0,0,,0,0,0,1,https://a0.muscache.com/im/users/11095276/profile_pic/1426786638/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/11095276/profile_pic/1426786638/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/11095276
6330956,Tan,2013-05-11,Patumtanee,"Hello, We are Tan(me), Narn(my husband) and Gavin(our son) from Bangkok, Thailand. We are working in automobile industry. We enjoy travelling. We love food and we also love to cook. We like modern and simple things so our room is really simple and minimal. We hope you like it :)Have a nice day!",within a few hours,0.88,0.81,0,Silom,1,1,0,1,https://a0.muscache.com/im/pictures/user/6de979f7-a4b6-4a68-ad50-cd842ebf924e.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/6de979f7-a4b6-4a68-ad50-cd842ebf924e.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/6330956
8243802,Prare,2013-08-18,กรุงเทพ,ชอบการเดินทาง ท่องเที่ยวในหลากหลายสถานที่ วัํฒนธรรม เพื่อเปิดประสบการณ์ ฟังเพลง ดนตรี,,0.0,0.0,0,Bang Kapi,1,1,0,0,https://a0.muscache.com/im/users/8243802/profile_pic/1380268369/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/8243802/profile_pic/1380268369/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8243802
